               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 152,            0.034819,             0.01416,           0.0011987,             0.93806,             0.78568,             0.84229,             0.49139,            0.040692,             0.01661,           0.0029833,           0.0098505,           0.0098505,           0.0098505
                 153,            0.034057,            0.014844,           0.0014349,             0.92044,             0.81979,             0.83839,             0.56847,            0.033485,            0.016123,           0.0029787,           0.0098495,           0.0098495,           0.0098495
                 154,            0.026328,            0.014261,           0.0014483,             0.82738,             0.81018,              0.8354,             0.61646,             0.03295,            0.016361,           0.0030145,           0.0098485,           0.0098485,           0.0098485
                 155,            0.029549,            0.016807,           0.0013133,             0.80202,             0.78409,             0.83256,             0.55634,            0.034689,            0.016076,           0.0026314,           0.0098475,           0.0098475,           0.0098475
                 156,            0.030297,            0.014886,           0.0014454,             0.94616,             0.79924,             0.83392,             0.59389,            0.033621,             0.01641,           0.0024886,           0.0098466,           0.0098466,           0.0098466
                 157,            0.028857,            0.013284,           0.0014049,             0.95456,             0.80123,             0.83818,             0.59104,            0.032451,            0.016538,           0.0024689,           0.0098456,           0.0098456,           0.0098456
                 158,            0.023965,            0.014605,           0.0013582,             0.95457,             0.79924,             0.83068,             0.58828,            0.030558,            0.015618,           0.0024458,           0.0098446,           0.0098446,           0.0098446
                 159,            0.025268,            0.013872,           0.0012156,             0.94935,             0.79305,             0.81724,             0.56096,            0.030288,            0.015717,           0.0028668,           0.0098436,           0.0098436,           0.0098436
                 160,            0.024654,            0.015365,           0.0010789,              0.9257,             0.78409,             0.82147,             0.56917,            0.032631,            0.016106,           0.0029225,           0.0098426,           0.0098426,           0.0098426
                 161,            0.029251,            0.013581,          0.00099918,             0.94897,             0.80917,             0.83144,             0.55307,            0.033836,            0.016177,           0.0027088,           0.0098416,           0.0098416,           0.0098416
                 162,            0.026259,            0.012806,          0.00090847,             0.94238,             0.80263,             0.83485,             0.58341,            0.036423,            0.016665,           0.0026599,           0.0098406,           0.0098406,           0.0098406
                 163,            0.030792,            0.013303,          0.00089432,             0.94408,             0.79924,             0.84154,             0.59365,            0.032805,             0.01612,            0.002711,           0.0098396,           0.0098396,           0.0098396
                 164,             0.02538,            0.014373,           0.0010662,             0.92796,             0.82955,             0.84174,             0.57343,            0.033361,              0.0156,           0.0027868,           0.0098386,           0.0098386,           0.0098386
                 165,            0.030629,            0.015724,          0.00088712,             0.94849,             0.80855,             0.84131,             0.58893,            0.033695,            0.015648,           0.0027208,           0.0098376,           0.0098376,           0.0098376
                 166,            0.027413,            0.013436,          0.00085592,             0.93332,             0.81439,             0.85747,              0.5508,            0.036951,            0.015801,            0.002775,           0.0098367,           0.0098367,           0.0098367
                 167,            0.033326,            0.015478,          0.00090489,             0.92806,             0.81439,             0.84381,             0.57936,            0.033277,            0.014784,           0.0027047,           0.0098357,           0.0098357,           0.0098357
                 168,            0.026554,            0.018229,          0.00092764,              0.9354,             0.81439,             0.84975,             0.59322,             0.02995,            0.014551,           0.0027435,           0.0098347,           0.0098347,           0.0098347
                 169,            0.026414,            0.012727,          0.00089872,             0.92246,             0.81439,             0.84691,             0.59402,             0.03349,            0.014765,           0.0026978,           0.0098337,           0.0098337,           0.0098337
                 170,             0.02446,            0.013242,          0.00081313,             0.96453,             0.81439,               0.845,             0.59393,            0.032661,             0.01544,           0.0028047,           0.0098327,           0.0098327,           0.0098327
                 171,            0.027627,            0.015714,          0.00081714,              0.9774,             0.79924,              0.8426,             0.58472,            0.030723,            0.015369,           0.0027485,           0.0098317,           0.0098317,           0.0098317
                 172,            0.023565,            0.012198,          0.00079672,             0.95988,             0.78409,             0.84314,             0.59193,            0.030188,            0.015636,           0.0027339,           0.0098307,           0.0098307,           0.0098307
                 173,            0.025021,            0.013533,          0.00078477,             0.98704,             0.76814,             0.84207,             0.55138,            0.031389,            0.015608,           0.0028622,           0.0098297,           0.0098297,           0.0098297
                 174,            0.023302,            0.012876,          0.00075392,             0.96028,             0.79733,             0.84744,              0.5574,            0.031024,            0.014821,            0.002883,           0.0098287,           0.0098287,           0.0098287
                 175,             0.02405,            0.013734,          0.00085114,             0.96617,             0.79456,              0.8472,             0.57592,            0.030222,            0.015389,           0.0028598,           0.0098277,           0.0098277,           0.0098277
                 176,            0.023057,            0.014005,          0.00086116,             0.96911,             0.79924,             0.84777,             0.60755,            0.029964,            0.015274,           0.0027684,           0.0098268,           0.0098268,           0.0098268
                 177,            0.027079,            0.013304,          0.00078128,             0.95669,             0.79924,             0.84277,             0.61023,            0.033296,             0.01547,           0.0027208,           0.0098258,           0.0098258,           0.0098258
                 178,            0.024976,            0.013887,          0.00095091,             0.97211,              0.7823,             0.83895,             0.59633,            0.033157,             0.01565,            0.002599,           0.0098248,           0.0098248,           0.0098248
                 179,            0.028987,             0.01511,           0.0009519,             0.94871,             0.79924,             0.84286,             0.63416,            0.029558,            0.015829,           0.0027711,           0.0098238,           0.0098238,           0.0098238
                 180,            0.019818,            0.013539,            0.001063,             0.94649,             0.79924,             0.83912,             0.58377,            0.031514,            0.016246,           0.0028512,           0.0098228,           0.0098228,           0.0098228
                 181,            0.024915,            0.013333,          0.00088522,             0.94772,             0.80869,             0.83195,             0.61388,            0.031975,            0.016746,           0.0029184,           0.0098218,           0.0098218,           0.0098218
                 182,            0.021714,            0.013278,          0.00097501,             0.94044,             0.79924,             0.83042,             0.57813,            0.033325,            0.016689,           0.0030728,           0.0098208,           0.0098208,           0.0098208
                 183,            0.027177,            0.014681,          0.00088007,             0.94165,             0.79924,             0.84535,             0.59613,            0.030508,             0.01623,           0.0031082,           0.0098198,           0.0098198,           0.0098198
                 184,            0.021384,            0.013062,          0.00093288,             0.93007,             0.82955,             0.85405,             0.53502,            0.032378,             0.01589,           0.0029723,           0.0098188,           0.0098188,           0.0098188
                 185,            0.026712,            0.012938,          0.00092187,             0.94291,             0.80921,             0.84894,             0.53782,            0.033325,            0.016715,           0.0028752,           0.0098178,           0.0098178,           0.0098178
                 186,            0.025569,            0.016233,          0.00097539,             0.90416,             0.79137,             0.80969,             0.56514,            0.033488,            0.016767,           0.0027152,           0.0098169,           0.0098169,           0.0098169
                 187,            0.027352,            0.012802,           0.0010764,             0.94538,             0.79558,             0.84337,             0.60555,             0.03048,            0.016492,           0.0027239,           0.0098159,           0.0098159,           0.0098159
                 188,            0.021775,            0.012455,           0.0010886,             0.94962,             0.78409,             0.84363,             0.60341,            0.030972,            0.016598,           0.0027387,           0.0098149,           0.0098149,           0.0098149
                 189,            0.024914,            0.012346,           0.0013933,             0.91646,             0.82955,             0.86225,             0.57736,            0.031266,             0.01582,           0.0028183,           0.0098139,           0.0098139,           0.0098139
                 190,             0.02249,            0.014752,          0.00099625,             0.96642,             0.78409,             0.84757,             0.58316,            0.033029,            0.017463,           0.0028987,           0.0098129,           0.0098129,           0.0098129
                 191,            0.027016,            0.014056,            0.001012,             0.95561,             0.78409,             0.84715,             0.59014,            0.029385,             0.01599,           0.0029436,           0.0098119,           0.0098119,           0.0098119
                 192,            0.021227,             0.01081,          0.00095988,             0.96046,             0.77658,             0.83977,             0.58998,            0.030231,            0.016389,           0.0030867,           0.0098109,           0.0098109,           0.0098109
                 193,            0.024498,            0.014183,          0.00086828,             0.95878,             0.78376,             0.84891,             0.60948,            0.029887,            0.015463,           0.0030929,           0.0098099,           0.0098099,           0.0098099
                 194,            0.022317,            0.011092,           0.0008068,             0.91738,             0.81439,             0.84628,             0.57967,            0.032269,            0.016051,           0.0029646,           0.0098089,           0.0098089,           0.0098089
                 195,             0.02481,            0.012736,          0.00080827,             0.92208,             0.82228,             0.85082,              0.6048,            0.030056,            0.015427,           0.0030437,           0.0098079,           0.0098079,           0.0098079
                 196,            0.020364,            0.013371,          0.00071812,             0.92542,             0.82026,             0.84986,             0.58812,            0.030229,            0.015069,           0.0031135,            0.009807,            0.009807,            0.009807
                 197,            0.025254,            0.013451,          0.00079414,             0.92549,             0.81698,             0.84774,             0.61936,             0.03064,            0.015088,           0.0031547,            0.009806,            0.009806,            0.009806
                 198,            0.022951,            0.012377,          0.00067145,             0.95142,             0.85621,             0.86215,             0.54784,             0.03592,            0.015506,           0.0034791,            0.009805,            0.009805,            0.009805
                 199,            0.030394,             0.01189,          0.00094827,             0.95064,              0.8447,              0.8634,             0.60032,            0.029635,            0.014705,           0.0034472,            0.009804,            0.009804,            0.009804
                 200,            0.024999,            0.012414,           0.0007915,             0.95004,             0.85394,             0.86359,             0.59979,            0.030928,            0.015719,           0.0035277,            0.009803,            0.009803,            0.009803
                 201,            0.025075,            0.011917,          0.00082073,             0.95453,             0.85985,             0.86201,             0.62833,            0.029674,            0.015332,            0.003408,            0.009802,            0.009802,            0.009802
                 202,            0.021354,            0.010554,          0.00082506,             0.96132,             0.84181,             0.85871,             0.61677,            0.031383,            0.015596,           0.0032897,            0.009801,            0.009801,            0.009801
                 203,            0.024337,            0.010805,          0.00082961,             0.96213,             0.84308,             0.85667,             0.60884,            0.028547,            0.015062,            0.003333,              0.0098,              0.0098,              0.0098
                 204,            0.020835,            0.012828,          0.00082707,             0.95666,             0.81439,             0.85244,             0.60611,            0.031056,            0.016133,           0.0033101,            0.009799,            0.009799,            0.009799
                 205,            0.026091,            0.012691,          0.00087618,             0.93577,             0.82955,              0.8508,             0.65964,            0.028845,             0.01566,           0.0031935,            0.009798,            0.009798,            0.009798
                 206,            0.024334,            0.013329,          0.00088576,             0.94373,             0.82928,             0.84994,             0.59704,            0.032541,            0.017487,           0.0031172,            0.009797,            0.009797,            0.009797
                 207,            0.025104,            0.014001,          0.00090695,             0.94239,             0.80316,             0.84664,             0.57917,            0.029759,            0.016857,           0.0029651,           0.0097961,           0.0097961,           0.0097961
                 208,            0.020755,            0.011669,          0.00085322,             0.95604,             0.81302,              0.8451,             0.62964,            0.032916,            0.017572,           0.0029178,           0.0097951,           0.0097951,           0.0097951
                 209,             0.02722,            0.013391,          0.00080665,             0.96146,             0.79701,             0.83178,             0.62719,            0.030914,            0.017426,           0.0028435,           0.0097941,           0.0097941,           0.0097941
                 210,            0.021244,            0.011005,          0.00075237,             0.96143,             0.79924,             0.84073,             0.56815,             0.03422,            0.017731,           0.0029789,           0.0097931,           0.0097931,           0.0097931
                 211,            0.026634,            0.013659,          0.00083319,             0.93419,             0.79924,             0.84565,             0.62101,            0.030983,            0.017418,           0.0029895,           0.0097921,           0.0097921,           0.0097921
                 212,            0.021579,            0.012254,          0.00087119,             0.86176,             0.78409,             0.83389,             0.58741,            0.034318,            0.017685,           0.0031991,           0.0097911,           0.0097911,           0.0097911
                 213,             0.02803,            0.014491,          0.00082035,             0.91358,             0.82115,             0.83511,             0.59744,            0.031795,            0.017673,           0.0032285,           0.0097901,           0.0097901,           0.0097901
                 214,            0.023175,             0.01219,          0.00086324,             0.88117,             0.82955,              0.8306,             0.55343,            0.033704,            0.017059,           0.0029892,           0.0097891,           0.0097891,           0.0097891
                 215,            0.026661,            0.013172,          0.00081775,              0.9049,              0.8261,             0.83487,             0.57054,            0.030669,            0.016488,           0.0028495,           0.0097881,           0.0097881,           0.0097881
                 216,            0.021896,            0.013236,          0.00083781,             0.91114,             0.82955,             0.83491,             0.57242,            0.031774,            0.015802,           0.0027866,           0.0097871,           0.0097871,           0.0097871
                 217,             0.02265,            0.012288,          0.00076335,             0.93907,             0.79924,             0.83722,             0.58763,            0.031283,            0.015883,             0.00279,           0.0097862,           0.0097862,           0.0097862
                 218,            0.022489,            0.012556,          0.00080885,             0.92009,             0.81895,             0.83599,             0.57455,            0.031661,            0.015507,           0.0026672,           0.0097852,           0.0097852,           0.0097852
                 219,            0.025314,            0.013678,          0.00090324,             0.94438,             0.79924,             0.84048,             0.58576,            0.032467,            0.015397,           0.0024412,           0.0097842,           0.0097842,           0.0097842
                 220,            0.023743,            0.012783,          0.00081253,             0.94433,             0.79924,             0.83817,             0.56622,            0.032795,            0.016584,           0.0023138,           0.0097832,           0.0097832,           0.0097832
                 221,             0.02803,            0.016496,          0.00083359,             0.95288,             0.79924,             0.85112,             0.57572,            0.031185,            0.016626,           0.0023422,           0.0097822,           0.0097822,           0.0097822
                 222,            0.022006,            0.012297,          0.00085613,              0.9542,             0.79924,             0.85499,              0.5833,            0.031035,            0.016701,            0.002334,           0.0097812,           0.0097812,           0.0097812
                 223,            0.023645,            0.011753,           0.0009218,             0.95546,             0.79924,              0.8537,              0.5908,             0.02875,            0.016148,           0.0025699,           0.0097802,           0.0097802,           0.0097802
                 224,            0.020881,            0.011049,          0.00077247,             0.93513,             0.81439,              0.8551,             0.60621,            0.030429,            0.015623,            0.002609,           0.0097792,           0.0097792,           0.0097792
                 225,            0.024771,            0.011366,          0.00079362,             0.92917,             0.81985,             0.85536,             0.58499,            0.029558,            0.015117,           0.0025429,           0.0097782,           0.0097782,           0.0097782
                 226,            0.019574,            0.013267,          0.00089617,             0.93738,             0.82307,             0.85555,             0.62079,            0.028739,            0.015222,           0.0025196,           0.0097773,           0.0097773,           0.0097773
                 227,            0.021722,            0.011516,           0.0012228,             0.93039,             0.82955,             0.85331,             0.58495,            0.028746,            0.015059,           0.0025397,           0.0097763,           0.0097763,           0.0097763
                 228,            0.021748,            0.013141,          0.00069033,              0.9436,             0.83597,             0.85221,             0.60965,            0.032306,             0.01611,           0.0025655,           0.0097753,           0.0097753,           0.0097753
                 229,            0.024856,            0.013839,          0.00076269,              0.9436,             0.82386,             0.85099,             0.55756,            0.029417,            0.016244,           0.0025795,           0.0097743,           0.0097743,           0.0097743
                 230,            0.019543,            0.011143,          0.00075146,             0.94284,             0.78409,             0.83473,             0.60076,            0.031332,            0.016171,           0.0024518,           0.0097733,           0.0097733,           0.0097733
                 231,            0.022533,            0.011272,          0.00077185,             0.93858,             0.78409,             0.84106,             0.57294,            0.030618,             0.01636,           0.0023254,           0.0097723,           0.0097723,           0.0097723
                 232,            0.019565,            0.013175,          0.00078678,             0.94892,             0.79924,             0.84111,             0.58674,            0.029436,            0.016059,           0.0020992,           0.0097713,           0.0097713,           0.0097713
                 233,            0.023696,            0.011384,          0.00066771,             0.95108,             0.79802,              0.8373,             0.56374,            0.032432,            0.016177,           0.0021264,           0.0097703,           0.0097703,           0.0097703
                 234,            0.027662,            0.013599,          0.00067325,             0.88146,             0.83305,             0.84299,             0.56434,            0.036174,            0.016651,           0.0019371,           0.0097693,           0.0097693,           0.0097693
                 235,            0.033239,            0.014592,          0.00070075,             0.94356,             0.76894,             0.84329,             0.53465,            0.032234,            0.016285,           0.0019767,           0.0097683,           0.0097683,           0.0097683
                 236,            0.023198,            0.013776,          0.00088742,             0.87109,             0.83046,              0.8453,             0.55711,            0.030019,            0.015757,           0.0019543,           0.0097674,           0.0097674,           0.0097674
                 237,            0.022025,            0.015188,          0.00091201,             0.84702,             0.85354,             0.84528,             0.52632,            0.031453,             0.01599,            0.001985,           0.0097664,           0.0097664,           0.0097664
                 238,            0.019272,            0.012448,          0.00094403,             0.86472,             0.83122,              0.8419,             0.59725,            0.031369,            0.016146,           0.0021284,           0.0097654,           0.0097654,           0.0097654
                 239,            0.022245,            0.012719,           0.0010499,              0.8648,             0.83127,             0.83981,             0.56517,            0.030966,            0.016606,           0.0021444,           0.0097644,           0.0097644,           0.0097644
                 240,            0.018411,            0.011392,          0.00088317,             0.87545,             0.81342,             0.83164,             0.56715,            0.033244,             0.01688,           0.0022214,           0.0097634,           0.0097634,           0.0097634
                 241,             0.02414,            0.012976,          0.00084676,             0.93339,             0.76894,             0.83238,             0.55248,            0.032231,            0.016574,           0.0022409,           0.0097624,           0.0097624,           0.0097624
                 242,            0.021383,            0.012716,          0.00080481,             0.90765,             0.80784,              0.8294,             0.52494,             0.03493,            0.017039,           0.0022828,           0.0097614,           0.0097614,           0.0097614
                 243,             0.02535,            0.011974,          0.00086172,             0.90032,             0.81439,             0.83039,             0.57543,            0.032629,            0.016818,           0.0022665,           0.0097604,           0.0097604,           0.0097604
                 244,            0.020068,            0.012498,           0.0013051,             0.91238,             0.81151,              0.8297,              0.5767,            0.033952,            0.016884,            0.002396,           0.0097594,           0.0097594,           0.0097594
                 245,            0.020848,              0.0112,          0.00085833,             0.91627,             0.80913,             0.83113,             0.57135,            0.031206,            0.016151,           0.0024209,           0.0097584,           0.0097584,           0.0097584
                 246,            0.018826,            0.011638,            0.000763,             0.93551,             0.79924,             0.83244,             0.57407,            0.033758,             0.01703,           0.0025527,           0.0097575,           0.0097575,           0.0097575
                 247,            0.023372,            0.015807,          0.00070985,             0.93161,             0.79924,             0.83374,             0.60626,            0.031134,            0.016658,            0.002483,           0.0097565,           0.0097565,           0.0097565
                 248,             0.02021,            0.013319,          0.00075397,             0.94258,             0.79692,             0.83464,             0.61154,            0.034668,            0.016399,           0.0024765,           0.0097555,           0.0097555,           0.0097555
                 249,            0.026902,            0.013926,           0.0006466,             0.94049,             0.79567,             0.83691,              0.6156,            0.033078,            0.016477,           0.0024414,           0.0097545,           0.0097545,           0.0097545
                 250,            0.021874,            0.012651,            0.000647,             0.94572,             0.78409,             0.82923,             0.60374,            0.033219,            0.016437,           0.0022167,           0.0097535,           0.0097535,           0.0097535
                 251,            0.024426,            0.013488,          0.00074474,             0.94524,             0.78409,             0.83114,             0.57644,            0.033127,            0.016451,           0.0021395,           0.0097525,           0.0097525,           0.0097525
                 252,            0.020345,            0.011847,          0.00070401,             0.94591,             0.78409,              0.8334,             0.57103,            0.030422,             0.01608,           0.0019704,           0.0097515,           0.0097515,           0.0097515
                 253,            0.023379,            0.011968,          0.00065241,             0.93158,             0.80581,             0.83556,             0.58586,             0.03415,            0.016024,           0.0018841,           0.0097505,           0.0097505,           0.0097505
                 254,             0.02735,            0.012142,          0.00061593,             0.93671,             0.80222,             0.84059,              0.6288,            0.031888,            0.015959,           0.0022213,           0.0097495,           0.0097495,           0.0097495
                 255,            0.027392,            0.012355,          0.00078446,             0.93547,             0.80733,             0.82087,              0.5751,            0.032247,            0.016141,           0.0023291,           0.0097485,           0.0097485,           0.0097485
                 256,            0.021256,            0.011835,          0.00098438,             0.94257,             0.79298,             0.81655,             0.58311,            0.029954,            0.016171,           0.0026099,           0.0097476,           0.0097476,           0.0097476
                 257,            0.020365,            0.013363,           0.0011475,             0.94189,             0.78409,             0.81888,              0.5799,             0.03077,            0.016432,           0.0023305,           0.0097466,           0.0097466,           0.0097466
                 258,            0.018803,            0.011795,           0.0010218,             0.94155,             0.78409,             0.82239,             0.60739,            0.030283,            0.016366,           0.0020841,           0.0097456,           0.0097456,           0.0097456
                 259,            0.022429,             0.01093,           0.0009818,             0.94126,             0.78409,             0.82361,             0.58354,            0.034741,            0.016725,           0.0020709,           0.0097446,           0.0097446,           0.0097446
                 260,            0.025091,            0.012869,           0.0010171,             0.90006,             0.80797,             0.82463,             0.53858,            0.032561,            0.017096,           0.0022143,           0.0097436,           0.0097436,           0.0097436
                 261,             0.02359,            0.015509,          0.00099732,             0.89407,             0.81439,             0.82025,             0.53795,            0.032133,            0.017005,           0.0022133,           0.0097426,           0.0097426,           0.0097426
                 262,            0.018944,            0.012316,          0.00097564,             0.92787,             0.81953,              0.8394,             0.54299,            0.032027,            0.016289,           0.0021437,           0.0097416,           0.0097416,           0.0097416
                 263,            0.024184,            0.012378,          0.00090251,             0.92504,             0.82955,             0.83482,             0.60713,             0.02975,            0.016254,           0.0022583,           0.0097406,           0.0097406,           0.0097406
                 264,            0.019946,             0.01262,          0.00088294,             0.89063,             0.84082,             0.83491,             0.55583,            0.031745,            0.016913,           0.0021881,           0.0097396,           0.0097396,           0.0097396
                 265,            0.024747,            0.013278,           0.0010371,             0.93878,             0.79924,             0.82663,             0.55598,            0.030472,            0.016372,           0.0019221,           0.0097386,           0.0097386,           0.0097386
                 266,            0.021349,            0.013472,          0.00078351,             0.94319,             0.79924,              0.8312,             0.55406,            0.033071,            0.016649,           0.0016183,           0.0097377,           0.0097377,           0.0097377
                 267,            0.026514,            0.013282,          0.00071435,             0.94458,             0.79924,             0.83443,             0.58904,            0.031358,             0.01607,           0.0016156,           0.0097367,           0.0097367,           0.0097367
                 268,            0.019903,            0.011146,          0.00067034,             0.94609,             0.79924,             0.83483,              0.6121,            0.029475,            0.015776,           0.0016051,           0.0097357,           0.0097357,           0.0097357
                 269,            0.023116,            0.013107,          0.00065746,             0.94949,             0.79924,             0.83715,             0.59003,            0.029154,            0.015936,           0.0018487,           0.0097347,           0.0097347,           0.0097347
                 270,            0.018127,            0.010931,          0.00076242,             0.95019,             0.80893,             0.84119,             0.57813,            0.029339,            0.015943,            0.002113,           0.0097337,           0.0097337,           0.0097337
                 271,            0.021909,            0.012322,          0.00058095,             0.95357,             0.81077,             0.83874,             0.57336,            0.031714,            0.016584,           0.0021247,           0.0097327,           0.0097327,           0.0097327
                 272,            0.021491,            0.011664,          0.00055756,             0.94489,             0.79924,             0.84199,             0.54735,             0.03075,            0.016155,           0.0021332,           0.0097317,           0.0097317,           0.0097317
                 273,            0.021061,            0.010522,          0.00060397,             0.94636,             0.79924,             0.84379,             0.56089,            0.029399,            0.016202,           0.0019733,           0.0097307,           0.0097307,           0.0097307
                 274,            0.018089,             0.01069,           0.0006854,             0.95108,              0.7919,             0.84298,             0.53318,            0.031635,            0.016024,           0.0017608,           0.0097297,           0.0097297,           0.0097297
                 275,            0.024059,            0.011131,          0.00067695,             0.94634,             0.79924,             0.84587,             0.56636,            0.030355,            0.015867,           0.0018398,           0.0097287,           0.0097287,           0.0097287
                 276,             0.02031,            0.011692,          0.00073384,             0.94434,             0.81439,             0.84265,             0.57509,            0.031028,            0.016322,           0.0015654,           0.0097278,           0.0097278,           0.0097278
                 277,            0.022384,            0.013118,           0.0007285,             0.95093,             0.81121,             0.84209,             0.60123,            0.029627,            0.016104,           0.0017367,           0.0097268,           0.0097268,           0.0097268
                 278,            0.018497,            0.012633,          0.00080971,             0.90667,             0.85796,             0.85466,              0.5654,            0.032388,            0.015895,           0.0018465,           0.0097258,           0.0097258,           0.0097258
                 279,            0.023978,            0.013149,          0.00088833,             0.92386,              0.8376,             0.83833,             0.57869,            0.029686,            0.015631,           0.0018602,           0.0097248,           0.0097248,           0.0097248
                 280,            0.018376,            0.011267,          0.00093318,             0.91585,              0.8447,             0.83957,             0.54596,            0.031135,            0.016176,           0.0018075,           0.0097238,           0.0097238,           0.0097238
                 281,            0.024826,            0.013976,          0.00087253,             0.92981,             0.82428,             0.83819,             0.59708,            0.031034,            0.015764,           0.0017082,           0.0097228,           0.0097228,           0.0097228
                 282,            0.021171,            0.010073,          0.00084974,             0.90868,              0.8447,             0.83925,             0.59032,            0.031175,             0.01618,            0.001569,           0.0097218,           0.0097218,           0.0097218
                 283,            0.022451,            0.011834,          0.00096844,              0.9025,              0.8447,             0.83878,             0.59112,            0.030699,            0.016123,           0.0015388,           0.0097208,           0.0097208,           0.0097208
                 284,            0.018861,            0.010444,          0.00082647,             0.93328,             0.81439,             0.83645,             0.57977,            0.030225,            0.016248,           0.0015712,           0.0097198,           0.0097198,           0.0097198
                 285,            0.022667,            0.011922,          0.00082961,             0.93312,              0.8189,             0.84001,             0.56722,            0.033612,            0.017017,           0.0015005,           0.0097188,           0.0097188,           0.0097188
                 286,            0.022677,            0.012321,          0.00079097,             0.91861,             0.82754,             0.83801,             0.56023,            0.030793,            0.016318,           0.0012479,           0.0097179,           0.0097179,           0.0097179
                 287,            0.024812,            0.013935,          0.00070542,             0.90917,             0.82955,             0.84362,             0.56039,            0.029842,            0.016494,           0.0013136,           0.0097169,           0.0097169,           0.0097169
                 288,            0.018565,           0.0092316,          0.00071044,             0.90596,             0.82955,             0.84215,             0.48415,            0.030951,            0.017119,           0.0012376,           0.0097159,           0.0097159,           0.0097159
                 289,            0.025462,            0.012859,          0.00070568,             0.92142,             0.80088,             0.84031,             0.53014,            0.031938,            0.017625,           0.0012557,           0.0097149,           0.0097149,           0.0097149
                 290,             0.02185,            0.011483,          0.00074101,             0.92244,             0.79821,             0.84255,             0.56471,            0.032014,            0.017614,           0.0012977,           0.0097139,           0.0097139,           0.0097139
                 291,            0.023018,            0.011698,          0.00073061,             0.92779,             0.78788,             0.84605,              0.5954,            0.030902,            0.017674,           0.0013953,           0.0097129,           0.0097129,           0.0097129
                 292,            0.019305,            0.011112,          0.00086434,             0.94017,              0.7871,             0.85304,             0.57866,            0.032061,             0.01749,           0.0013202,           0.0097119,           0.0097119,           0.0097119
                 293,            0.022798,            0.014345,          0.00079506,             0.90285,             0.82869,              0.8514,             0.60658,            0.030763,            0.016647,           0.0012829,           0.0097109,           0.0097109,           0.0097109
                 294,             0.02006,            0.012954,          0.00082055,             0.94357,             0.80246,             0.85876,             0.59917,            0.032077,             0.01722,           0.0013825,           0.0097099,           0.0097099,           0.0097099
                 295,            0.026867,            0.013433,          0.00073288,             0.93887,             0.80172,             0.85038,             0.59624,             0.03121,            0.016699,           0.0014781,           0.0097089,           0.0097089,           0.0097089
                 296,             0.02297,            0.010856,           0.0010356,             0.93765,             0.80149,             0.85554,             0.60424,            0.030282,            0.016457,           0.0018861,            0.009708,            0.009708,            0.009708
                 297,            0.021706,            0.011397,          0.00080757,             0.89928,             0.83787,              0.8484,             0.60344,            0.029744,            0.016366,           0.0019718,            0.009707,            0.009707,            0.009707
                 298,            0.019756,            0.012021,          0.00083423,             0.93813,              0.8012,             0.84768,             0.60996,            0.029097,            0.016171,           0.0021109,            0.009706,            0.009706,            0.009706
                 299,            0.021866,             0.01267,          0.00080431,              0.9334,             0.80977,             0.84141,             0.63226,            0.028627,            0.015483,           0.0020912,            0.009705,            0.009705,            0.009705
                 300,            0.019153,            0.010773,          0.00074504,              0.9464,             0.78485,             0.84316,             0.61318,            0.028893,            0.015898,           0.0021916,            0.009704,            0.009704,            0.009704
                 301,            0.022237,            0.011593,          0.00069717,             0.90559,             0.82406,             0.84096,             0.62957,            0.028658,            0.015723,           0.0022836,            0.009703,            0.009703,            0.009703
                 302,            0.019031,            0.010901,          0.00066256,             0.89984,             0.81564,             0.83805,             0.60766,            0.028091,            0.015998,            0.002425,            0.009702,            0.009702,            0.009702
                 303,            0.020611,            0.011593,          0.00054617,             0.90014,             0.82335,             0.83667,             0.63505,            0.028358,             0.01591,           0.0024767,            0.009701,            0.009701,            0.009701
                 304,            0.018059,            0.011974,          0.00056006,              0.9017,             0.80783,             0.83691,             0.62269,            0.028972,            0.016391,           0.0024552,              0.0097,              0.0097,              0.0097
                 305,            0.020466,            0.012014,          0.00060713,             0.93367,             0.78642,             0.83866,             0.62142,            0.028506,             0.01637,           0.0023591,            0.009699,            0.009699,            0.009699
